rd_present,rd_distance_mm,rd_velocity_cm_s,rd_angle_deg,rd_x_mm,rd_y_mm,c4001_present,c4001_distance_m,c4001_velocity_m_s,c4001_energy,c4001_raw_targets,c4001_raw_distance_m,c4001_raw_velocity_m_s,c4001_raw_energy
1,1268.64,-23,23.79,563,1143,1,1.64,-0.1,10838,1,1.4,-0.09,11425
1,1316.63,-37,23.1,575,1247,1,1.61,-0.09,10610,1,1.38,-0.1,11000
1,1233.58,-51,23.49,544,1170,1,1.6,-0.08,10291,1,1.4,-0.08,10909
1,1335.72,-47,23.79,536,1141,1,1.29,-0.48,60837,1,1.33,-0.52,61662
1,1210.08,-74,22.56,493,1109,1,1.29,-0.42,63472,1,1.25,-0.43,58839
1,1208.56,-67,24.62,469,1151,1,1.27,-0.47,64412,1,1.29,-0.46,60350
1,1367.84,-65,24.33,563,1327,1,1.31,-0.44,63377,1,1.38,-0.5,54941
1,1202.88,-73,24.87,484,1278,1,1.06,-0.54,8814,1,1.17,-0.55,9596
1,1314.97,-64,25.18,563,1135,1,1.14,-0.59,9167,1,1.16,-0.58,9395
1,1237.17,-65,25.11,478,1157,1,0.99,-0.6,60844,1,1.1,-0.69,60910
1,1216.83,-67,22.78,558,1262,1,1.1,-0.6,55359,1,1.0,-0.67,61249
1,1282.64,-54,21.82,560,1180,1,0.95,-0.66,57555,1,0.9,-0.63,64207
1,1212.64,-59,22.0,540,1177,1,0.94,-0.68,62640,1,0.99,-0.65,58862
1,1224.82,-35,23.54,496,1192,1,0.95,-0.63,62710,1,0.99,-0.58,57314
1,1146.38,-36,22.15,539,1139,1,0.98,-0.65,62125,1,1.08,-0.67,55941
1,1119.79,-16,24.36,528,1120,1,0.9,-0.61,56161,1,1.03,-0.69,65573
1,1114.96,-16,22.28,537,1094,1,1.06,-0.66,61237,1,1.01,-0.59,61466
1,1087.12,-15,23.05,439,1058,1,0.92,-0.66,60563,1,0.88,-0.62,64730
1,1184.69,7,25.26,492,1146,1,0.89,-0.68,57011,1,0.9,-0.7,58806
1,1232.11,8,22.34,500,1040,1,0.99,-0.69,56291,1,0.9,-0.67,55478
1,1223.17,-31,22.84,479,958,1,0.97,-0.59,56192,1,0.97,-0.62,61720
1,1261.42,-30,25.04,481,1028,1,0.91,-0.63,57933,1,1.03,-0.68,64954
1,1065.79,-7,23.88,400,1133,1,0.92,-0.69,60813,1,0.9,-0.6,63134
1,1058.31,-8,24.64,484,992,1,0.98,-0.66,61111,1,1.0,-0.68,65020
1,1196.04,-14,20.88,442,1041,1,0.91,-0.2,35728,1,1.02,-0.19,39209
1,1175.08,-14,22.49,413,1050,1,0.9,-0.2,41345,1,1.08,-0.21,38301
1,1122.71,-14,24.85,418,985,1,1.02,-0.18,1928,1,0.99,-0.19,2008
1,1033.62,-14,20.89,433,951,1,1.06,-0.21,1670,1,0.89,-0.18,1816
1,1080.28,-8,21.62,393,935,1,0.92,-0.19,50374,1,1.07,-0.19,59477
1,1152.74,-7,22.77,392,1029,1,0.99,-0.21,59271,1,0.98,-0.18,55387
1,1070.3,-7,20.8,417,932,1,0.93,-0.14,13174,1,0.93,-0.12,13611
1,996.88,-7,22.41,418,914,1,0.98,-0.13,11993,1,1.01,-0.13,13117
1,1109.2,0,22.4,442,1052,1,0.87,-0.15,57893,1,0.96,-0.14,62020
1,1131.62,0,23.38,441,919,1,0.93,-0.15,55774,1,0.94,-0.15,63357
1,1130.46,0,22.99,429,972,1,0.92,-0.12,33762,1,0.91,-0.11,31249
1,1006.02,0,26.32,451,1047,1,0.91,-0.11,34984,1,0.89,-0.1,32762
1,1042.93,0,24.63,464,992,1,0.91,-0.08,23545,1,0.93,-0.08,22406
1,1050.46,0,24.96,413,955,1,1.04,-0.08,24995,1,1.01,-0.08,21639
1,1052.88,0,23.78,409,966,1,1.01,-0.07,33524,1,1.07,-0.06,29710
1,978.57,0,26.25,404,977,1,0.96,-0.06,33864,1,1.02,-0.06,32887
1,1036.12,0,27.27,403,1033,1,1.0,-0.05,12586,1,0.93,-0.05,12717
1,1049.79,0,25.93,493,983,1,1.02,-0.05,13071,1,0.98,-0.05,11730
1,1065.87,0,26.89,446,960,1,1.01,-0.04,15570,1,1.0,-0.04,17898
1,1037.01,0,26.04,468,860,1,1.05,-0.04,18140,1,0.95,-0.04,15780
1,994.13,0,27.04,488,839,1,0.99,-0.03,20734,1,1.08,-0.03,18701
1,1100.07,0,26.94,474,966,1,0.91,-0.03,19099,1,1.0,-0.03,19081
1,1030.53,0,25.99,423,973,1,1.07,-0.02,63361,1,0.96,-0.02,71119
1,1106.67,0,26.24,447,967,1,1.02,-0.02,61012,1,0.9,-0.02,60620
1,1082.71,0,25.22,418,979,1,1.04,-0.02,21862,1,0.99,-0.02,21275
1,1041.86,0,26.03,399,833,1,0.97,-0.02,23948,1,0.98,-0.02,23484
1,1087.31,0,26.48,456,969,1,0.95,-0.01,5194,1,0.92,-0.01,5223
1,1103.41,0,27.23,443,987,1,1.05,-0.01,5117,1,1.02,-0.01,4604
1,1377.57,-7,-15.33,-350,1285,1,1.52,-0.02,419,1,1.37,-0.02,373
1,1497.92,-7,-15.82,-382,1320,1,1.43,-0.02,386,1,1.39,-0.02,387
1,1457.96,-7,-15.45,-362,1404,1,1.42,-0.05,36379,1,1.46,-0.05,34817
1,1310.93,-22,-14.46,-376,1395,1,1.5,-0.05,38128,1,1.5,-0.05,35353
1,1270.48,-25,-13.76,-345,1311,1,1.51,-0.07,48083,1,1.53,-0.07,52245
1,1476.1,-29,-14.04,-371,1437,1,1.5,-0.07,47878,1,1.59,-0.07,47457
1,1450.08,-33,-14.08,-358,1423,1,1.46,-0.14,633,1,1.44,-0.14,647
1,1478.69,-47,-13.83,-372,1422,1,1.48,-0.13,617,1,1.46,-0.14,565
1,1347.8,-48,-15.33,-369,1389,1,1.3,-0.13,548,1,1.28,-0.13,646
1,1364.44,-69,-12.29,-312,1244,1,1.32,-0.13,557,1,1.53,-0.13,576
1,1337.18,-73,-11.29,-314,1189,1,1.54,-0.14,594,1,1.4,-0.14,558
1,1339.37,-16,-13.88,-282,1197,1,1.01,-0.01,64235,1,0.93,-0.01,60858
1,1303.69,-24,-14.87,-284,1213,1,1.04,-0.01,70742,1,1.0,-0.01,67312
1,1316.99,-23,-14.48,-261,1176,1,0.97,-0.01,69976,1,0.93,-0.01,61392
1,1075.08,-15,-13.95,-283,1076,1,0.96,-0.01,60840,1,0.99,-0.01,64048
1,1211.45,-16,-13.23,-299,1146,1,1.01,-0.01,61110,1,1.04,-0.01,63039
1,1102.54,-7,-15.34,-275,1154,1,1.07,-0.01,70225,1,0.99,-0.01,70474
1,1092.75,-16,-16.13,-315,1149,1,1.19,-0.17,55647,1,1.11,-0.18,58262
1,1230.31,-15,-15.8,-299,1127,1,1.07,-0.17,50778,1,1.01,-0.16,52020
1,1199.46,-7,-14.29,-279,1111,1,1.02,-0.08,13529,1,1.13,-0.08,13765
1,1103.19,-8,-15.64,-293,1182,1,1.08,-0.09,12937,1,1.08,-0.07,12482
1,1136.41,-8,-16.89,-320,1145,1,1.11,-0.05,61994,1,1.01,-0.05,52694
1,1061.34,-7,-15.69,-326,1154,1,1.07,-0.05,55602,1,1.12,-0.05,51490
1,1009.13,0,-15.45,-313,1177,1,1.07,-0.04,19602,1,0.99,-0.04,18894
1,1209.91,0,-15.58,-316,1093,1,1.14,-0.04,18249,1,1.02,-0.04,20430
1,1151.02,-8,-15.14,-317,1086,1,1.11,-0.03,46045,1,1.01,-0.03,42787
1,1098.19,0,-17.25,-301,1064,1,1.01,-0.03,46408,1,1.1,-0.03,41163
1,994.52,0,-16.4,-303,955,1,1.02,-0.02,46362,1,1.06,-0.02,55497
1,1053.45,0,-17.5,-305,1110,1,0.99,-0.02,50015,1,1.12,-0.02,47118
1,1044.72,0,-15.46,-300,964,1,1.12,-0.02,21371,1,1.02,-0.02,22835
1,988.22,0,-17.11,-310,958,1,1.02,-0.02,20292,1,1.13,-0.02,21119
1,984.97,0,-18.63,-313,1079,1,1.01,-0.01,21747,1,0.94,-0.01,24658
1,978.28,0,-18.07,-349,984,1,0.96,-0.01,24177,1,1.06,-0.01,22691
1,1059.33,0,-18.57,-361,931,1,1.01,-0.01,21190,1,1.08,-0.01,24827
1,961.2,0,-17.69,-310,1054,1,1.09,-0.01,23559,1,0.93,-0.01,21868
1,983.15,0,-19.99,-359,1002,1,1.12,-0.01,4119,1,0.95,-0.01,4600
1,1129.99,0,-19.19,-362,972,1,0.96,-0.01,4517,1,0.94,-0.01,4353
1,1319.71,0,-16.34,-358,1355,1,1.53,-0.05,10305,1,1.61,-0.05,9899
1,1416.54,-40,-15.73,-375,1360,1,1.52,-0.05,9201,1,1.55,-0.05,9566
1,1229.0,-37,-14.36,-356,1227,1,1.49,-0.09,42157,1,1.62,-0.1,40353
1,1258.03,-37,-16.08,-352,1247,1,1.57,-0.11,41457,1,1.57,-0.11,44645
1,1193.67,-58,-13.63,-340,1240,1,1.57,-0.1,45317,1,1.43,-0.09,39380
1,1342.33,-66,-15.83,-336,1362,1,1.59,-0.09,39301,1,1.56,-0.11,42863
1,1423.35,-76,-15.16,-348,1385,1,1.58,-0.11,44299,1,1.63,-0.09,44081
1,1349.11,-71,-15.98,-375,1249,1,1.42,-0.09,45199,1,1.49,-0.09,46449
1,1207.27,-106,-14.69,-332,1217,1,1.56,-0.1,46333,1,1.51,-0.09,43340
1,1368.83,-97,-13.6,-336,1172,1,1.42,-0.09,43721,1,1.56,-0.09,45583
1,1357.65,-104,-16.0,-337,1211,1,1.34,-0.1,41827,1,1.34,-0.11,42648
1,1216.62,-61,-15.14,-307,1193,1,1.4,-0.11,40269,1,1.44,-0.1,42944
1,1389.27,-67,-16.11,-357,1276,1,1.23,-0.68,1151,1,1.33,-0.63,1104
1,1401.48,-39,-15.01,-350,1175,1,1.27,-0.67,1036,1,1.18,-0.66,1131
1,1266.66,-39,-14.46,-333,1303,1,1.25,-0.73,1163,1,1.24,-0.69,1132
1,1237.01,-26,-13.67,-316,1330,1,1.22,-0.74,1136,1,1.17,-0.68,1185
1,1305.41,-26,-13.32,-305,1294,1,1.21,-0.74,1010,1,1.06,-0.67,1070
1,1262.61,-15,-12.78,-286,1390,1,1.62,-0.02,36458,1,1.49,-0.02,35189
1,1403.74,-17,-12.08,-291,1195,1,1.41,-0.02,38092,1,1.49,-0.02,37508
1,1321.4,-45,-13.44,-274,1346,1,1.36,-0.09,57659,1,1.36,-0.08,59607
1,1386.54,-49,-12.65,-267,1410,1,1.63,-0.07,54869,1,1.47,-0.08,57497
1,1454.37,-70,-13.45,-269,1362,1,1.44,-0.08,50392,1,1.61,-0.07,53242
1,1410.79,-78,-11.47,-299,1374,1,1.58,-0.08,57377,1,1.47,-0.08,59819
1,1463.14,-73,-13.01,-308,1278,1,1.57,-0.08,52569,1,1.54,-0.08,53804
1,1248.67,-81,-11.43,-312,1393,1,1.4,-0.07,49824,1,1.59,-0.08,50978
1,1410.98,-73,-13.56,-274,1328,1,1.35,-0.08,56327,1,1.59,-0.08,57948
1,1388.16,-76,-12.23,-311,1404,1,1.46,-0.07,50502,1,1.45,-0.09,53780
1,1202.71,-82,-12.78,-313,1370,1,1.35,-0.08,56835,1,1.36,-0.07,57726
1,1204.89,-61,-13.44,-298,1330,1,1.38,-0.08,56822,1,1.6,-0.08,59635
1,1202.45,-67,-13.19,-317,1396,1,1.38,-0.08,52183,1,1.63,-0.07,51026
1,1322.77,-40,-13.21,-278,1161,1,1.58,-0.09,58757,1,1.62,-0.08,52557
1,1388.25,-35,-11.36,-262,1312,1,1.55,-0.09,51268,1,1.61,-0.08,51055
1,1280.59,-22,-12.82,-270,1387,1,1.62,-0.08,52349,1,1.52,-0.08,51947
1,1165.71,-14,-13.61,-260,1234,1,1.59,-0.08,55348,1,1.39,-0.08,56772
1,1228.6,-7,-14.38,-272,1119,1,0.99,-0.19,30525,1,1.0,-0.2,26894
1,1237.85,-8,-14.07,-311,1071,1,1.02,-0.22,26315,1,0.99,-0.2,26910
1,1167.7,-8,-12.86,-311,1258,1,1.0,-0.1,29131,1,1.02,-0.09,32940
1,1214.81,-7,-15.46,-295,1212,1,0.94,-0.09,32946,1,0.99,-0.1,33161
1,1244.97,0,-14.82,-322,1264,1,1.07,-0.06,14984,1,1.0,-0.06,16261
1,1096.71,0,-14.34,-309,1096,1,0.96,-0.06,14172,1,0.93,-0.06,14106
1,1130.96,0,-14.39,-306,1107,1,0.97,-0.04,37995,1,0.95,-0.04,37001
1,1114.51,0,-15.43,-322,1171,1,1.04,-0.04,35422,1,1.01,-0.04,33728
1,1230.76,0,-13.61,-297,1206,1,0.9,-0.03,45045,1,0.93,-0.03,44332
1,1275.53,0,-15.87,-310,1059,1,0.97,-0.03,45631,1,1.09,-0.03,41832
1,1148.24,0,-15.33,-309,1018,1,0.98,-0.03,43912,1,1.09,-0.03,40738
1,1189.89,0,-13.92,-308,1034,1,0.98,-0.03,48286,1,1.05,-0.03,47317
1,1050.33,0,-15.54,-313,1062,1,1.05,-0.01,32287,1,1.09,-0.01,31360
1,1069.41,0,-16.39,-296,1200,1,1.04,-0.01,33487,1,1.07,-0.01,31914
1,1127.82,0,-15.02,-278,1036,1,0.98,-0.01,36308,1,1.03,-0.01,36215
1,1188.12,0,-15.99,-295,1027,1,0.96,-0.01,33885,1,0.98,-0.01,36484
1,1182.58,0,-16.03,-307,1094,1,1.08,-0.01,38235,1,0.98,-0.01,38454
1,1072.91,0,-15.71,-325,1184,1,0.9,-0.01,36536,1,0.94,-0.01,36412
1,1270.47,-49,-14.59,-306,1211,1,1.55,-0.24,6527,1,1.44,-0.23,7522
1,1298.11,-66,-15.25,-344,1191,1,1.54,-0.22,7198,1,1.49,-0.26,6872
1,1258.08,-95,-13.32,-306,1361,1,1.48,-0.45,24560,1,1.3,-0.47,26153
1,1304.14,-85,-13.32,-321,1376,1,1.25,-0.46,28419,1,1.45,-0.45,27836
1,1393.33,-100,-15.28,-317,1219,1,1.34,-0.43,25517,1,1.23,-0.42,29013
1,1387.87,-105,-14.17,-351,1393,1,1.21,-0.41,26351,1,1.25,-0.42,28891
1,1236.9,-73,-15.24,-313,1185,1,1.27,-0.41,26076,1,1.32,-0.46,27910
1,1314.8,-76,-14.39,-312,1198,1,1.35,-0.44,25606,1,1.27,-0.41,26529
1,1359.73,-45,-15.21,-333,1333,1,1.41,-0.4,25548,1,1.32,-0.41,27766
1,1372.81,-44,-12.79,-310,1349,1,1.25,-0.45,26058,1,1.46,-0.47,25632
1,1335.16,-23,-12.91,-285,1330,1,1.4,-0.39,24769,1,1.36,-0.45,27550
1,1212.02,-15,-13.99,-335,1260,1,1.36,-0.46,28135,1,1.35,-0.44,28672
1,1385.82,-14,-14.06,-340,1265,1,1.24,-0.44,27325,1,1.28,-0.46,26517
1,1227.09,-16,-14.29,-289,1125,1,1.22,-0.47,25458,1,1.42,-0.46,25578
1,1247.97,-16,-15.38,-302,1130,1,1.32,-0.45,28163,1,1.29,-0.45,25644
1,1287.69,-22,-14.6,-318,1179,1,1.21,-0.43,27211,1,1.4,-0.42,26179
1,1364.28,-23,-15.51,-285,1284,1,1.33,-0.45,24547,1,1.36,-0.43,25073
1,1306.87,-15,-16.02,-312,1229,1,1.07,-0.18,12334,1,1.04,-0.19,12384
1,1184.94,-17,-13.44,-308,1105,1,1.11,-0.18,12274,1,1.01,-0.2,13212
1,1212.36,-7,-13.94,-291,1118,1,1.2,-0.21,52737,1,1.08,-0.2,55404
1,1158.48,-7,-13.59,-311,1139,1,1.24,-0.22,58444,1,1.25,-0.22,53691
1,1298.54,-14,-15.56,-295,1201,1,1.12,-0.2,20029,1,1.17,-0.21,19534
1,1351.07,-16,-15.07,-320,1316,1,1.04,-0.2,19589,1,1.05,-0.21,21233
1,1288.2,-7,-14.47,-301,1212,1,1.04,-0.21,56386,1,1.1,-0.21,61579
1,1138.04,-8,-13.84,-303,1089,1,1.03,-0.19,60157,1,1.13,-0.21,56232
1,1267.7,-8,-15.31,-341,1141,1,1.07,-0.14,59729,1,1.13,-0.15,64777
1,1195.52,-7,-15.97,-295,1066,1,1.09,-0.16,59127,1,0.98,-0.14,59988
1,1112.85,-8,-16.64,-326,1070,1,1.12,-0.13,60392,1,1.08,-0.11,51362
1,1323.06,-8,-17.29,-333,1073,1,1.02,-0.12,56088,1,1.05,-0.13,52522
1,1256.82,-8,-16.45,-308,1245,1,0.99,-0.09,53134,1,1.1,-0.09,58394
1,1225.29,0,-15.84,-328,1049,1,1.08,-0.08,61920,1,0.96,-0.09,56674
1,1285.25,0,-15.03,-348,1091,1,1.03,-0.08,53996,1,1.05,-0.09,61542
1,1143.99,0,-16.99,-318,1220,1,1.0,-0.09,58346,1,1.06,-0.09,56131
1,1214.11,0,-15.7,-358,1136,1,0.92,-0.07,59865,1,0.92,-0.07,50124
1,1167.45,0,-15.53,-314,1136,1,1.01,-0.07,54717,1,1.07,-0.07,53902
1,1077.75,0,-15.98,-359,1076,1,1.05,-0.05,34597,1,1.01,-0.05,32856
1,1174.97,0,-17.46,-314,1066,1,1.11,-0.05,33965,1,0.98,-0.05,32749
1,1187.73,8,-16.65,-347,1189,1,0.98,-0.04,18277,1,1.07,-0.04,19005
1,1151.01,7,-16.9,-345,1111,1,0.94,-0.04,21326,1,0.95,-0.04,19882
1,1063.16,0,-15.68,-325,1010,1,0.91,-0.03,22412,1,1.0,-0.03,20999
1,1051.67,0,-14.9,-301,993,1,1.02,-0.03,24173,1,0.97,-0.03,22313
1,1178.41,7,-15.94,-327,1093,1,1.02,-0.02,8713,1,1.07,-0.02,8237
1,1211.71,0,-16.82,-295,1049,1,0.97,-0.02,7802,1,1.05,-0.02,8759
1,1286.62,0,-16.18,-366,1305,1,1.58,-0.01,37644,1,1.66,-0.01,34961
1,1461.13,0,-13.48,-373,1268,1,1.54,-0.01,34400,1,1.65,-0.01,35116
1,1240.64,0,-14.16,-372,1191,1,1.71,-0.01,32452,1,1.48,-0.01,31466
1,1489.29,0,-15.54,-370,1419,1,1.58,-0.01,35851,1,1.61,-0.01,31122
1,1260.46,-16,-14.95,-360,1379,1,1.58,-0.01,36837,1,1.56,-0.01,33480
1,1469.02,-17,-15.23,-329,1225,1,1.67,-0.01,34454,1,1.76,-0.01,32416
1,1378.15,-50,-15.96,-369,1377,1,1.69,-0.01,37282,1,1.76,-0.01,36611
1,1383.06,-66,-14.46,-314,1410,1,1.54,-0.01,35044,1,1.71,-0.01,32258
1,1497.64,-62,-13.59,-370,1415,1,1.75,-0.01,36862,1,1.54,-0.01,33525
1,1488.55,-62,-14.52,-349,1326,1,1.68,-0.01,37735,1,1.59,-0.01,36704
1,1446.84,-66,-15.46,-369,1246,1,1.56,-0.01,35878,1,1.64,-0.01,35055
1,1402.36,-68,-13.12,-348,1299,1,1.67,-0.01,36347,1,1.52,-0.01,32118
1,1409.47,-58,-15.75,-364,1434,1,1.5,-0.01,33647,1,1.76,-0.01,34744
1,1254.56,-84,-14.49,-355,1208,1,1.73,-0.01,36005,1,1.69,-0.01,37692
1,1344.97,-79,-14.66,-355,1258,1,1.66,-0.01,34803,1,1.63,-0.01,37337
1,1194.19,-22,-14.6,-317,1272,1,1.09,-0.25,22961,1,1.12,-0.26,21649
1,1384.89,-25,-12.88,-321,1221,1,1.02,-0.26,22626,1,1.01,-0.26,20197
1,1297.12,-7,-13.68,-323,1354,1,1.02,-0.25,21229,1,1.07,-0.22,23508
1,1308.43,-8,-12.78,-299,1157,1,1.09,-0.26,20370,1,1.12,-0.23,21991
1,1235.73,-16,-15.2,-323,1170,1,1.05,-0.22,23095,1,1.06,-0.23,21877
1,1299.63,-25,-14.78,-320,1367,1,0.94,-0.23,21681,1,0.99,-0.25,23770
1,1192.99,-25,-15.01,-312,1372,1,1.13,-0.23,24276,1,1.06,-0.23,24021
1,1192.66,-26,-14.31,-308,1166,1,1.08,-0.23,24045,1,1.1,-0.23,23398
1,1359.93,-23,-15.13,-288,1278,1,0.98,-0.23,21863,1,0.98,-0.22,23746
1,1149.51,-16,-16.07,-327,1251,1,1.13,-0.24,21938,1,0.97,-0.23,21864
1,1375.13,-15,-16.11,-307,1320,1,0.98,-0.21,29960,1,0.97,-0.22,34463
1,1219.13,-15,-15.45,-315,1121,1,0.94,-0.19,30778,1,1.0,-0.21,30726
1,1368.8,-16,-14.47,-302,1210,1,1.01,-0.2,41978,1,1.0,-0.2,44017
1,1139.83,-15,-13.98,-347,1102,1,0.93,-0.18,49319,1,0.94,-0.2,45111
1,1192.78,-7,-16.51,-322,1224,1,0.93,-0.14,53125,1,1.08,-0.14,51785
1,1262.29,-7,-14.1,-314,1136,1,0.91,-0.13,54536,1,1.0,-0.13,54116
1,1338.24,-7,-14.37,-321,1134,1,0.96,-0.1,35105,1,1.03,-0.09,32852
1,1129.6,-8,-15.0,-301,1170,1,0.95,-0.09,31924,1,0.91,-0.1,29873
1,1296.72,-7,-16.9,-314,1185,1,0.92,-0.06,63829,1,1.01,-0.06,60814
1,1248.8,-8,-14.94,-304,1270,1,1.05,-0.06,55964,1,1.04,-0.06,61567
1,1245.42,-8,-15.02,-350,1244,1,0.95,-0.05,35088,1,0.93,-0.05,38832
1,1330.79,-7,-14.65,-328,1067,1,1.06,-0.05,40666,1,1.09,-0.05,40965
1,1158.89,0,-14.68,-330,1043,1,1.02,-0.03,28428,1,1.07,-0.03,29295
1,1160.81,0,-15.04,-358,1181,1,0.96,-0.03,26978,1,0.98,-0.03,26680
1,1202.76,0,-14.47,-361,1241,1,0.97,-0.02,14507,1,0.92,-0.02,14215
1,1214.54,0,-15.6,-325,1101,1,1.0,-0.02,13013,1,1.0,-0.02,12050
1,1140.29,0,-16.02,-303,1082,1,0.93,-0.02,55365,1,1.08,-0.02,50881
1,1224.32,0,-15.02,-357,1164,1,0.94,-0.02,57163,1,1.07,-0.02,52683
1,1077.53,0,-17.89,-307,1052,1,1.06,-0.02,54766,1,1.06,-0.02,56573
1,1095.96,0,-17.08,-334,1148,1,1.07,-0.02,60437,1,1.03,-0.02,60452
1,1045.81,0,-17.61,-333,1131,1,1.01,-0.01,65680,1,1.05,-0.01,60079
1,1216.44,0,-15.58,-363,1052,1,1.01,-0.01,58906,1,1.08,-0.01,58469
1,1253.34,0,-16.09,-356,1193,1,0.95,-0.01,40460,1,1.01,-0.01,43236
1,1212.12,0,-17.07,-349,1132,1,1.04,-0.01,44233,1,0.95,-0.01,41693
1,1393.91,-42,-13.51,-303,1210,1,1.53,-0.05,54333,1,1.4,-0.05,56934
1,1227.59,-37,-15.17,-352,1383,1,1.53,-0.05,61862,1,1.48,-0.05,56582
1,1268.75,-68,-14.82,-314,1335,1,1.5,-0.05,59260,1,1.52,-0.05,60889
1,1252.41,-59,-14.04,-318,1192,1,1.41,-0.05,62184,1,1.56,-0.05,59845
1,1435.72,-71,-15.68,-335,1231,1,1.54,-0.13,46639,1,1.33,-0.14,46041
1,1262.78,-22,-15.57,-355,1229,1,1.52,-0.14,47525,1,1.43,-0.13,43904
1,1233.74,-24,-15.27,-309,1399,1,1.34,-0.13,46282,1,1.32,-0.13,48206
1,1303.2,-85,-14.95,-292,1286,1,1.56,-0.14,42379,1,1.43,-0.13,42279
1,1344.4,-80,-13.73,-339,1304,1,1.54,-0.12,40843,1,1.41,-0.12,44799
1,1217.27,-74,-13.57,-319,1300,1,1.51,-0.13,44845,1,1.47,-0.14,43215
1,1182.25,-72,-13.22,-322,1198,1,1.49,-0.12,43734,1,1.44,-0.13,43263
1,1191.51,-55,-15.21,-292,1367,1,1.56,-0.13,44841,1,1.45,-0.14,49566
1,1335.74,-61,-14.78,-286,1304,1,1.57,-0.14,47254,1,1.43,-0.14,44223
1,1199.16,-42,-15.12,-339,1341,1,1.51,-0.14,45035,1,1.46,-0.13,45287
1,1214.46,-16,-12.47,-320,1333,1,1.05,-0.2,23030,1,1.14,-0.21,21006
1,1320.84,-17,-14.39,-282,1169,1,1.03,-0.24,21681,1,1.13,-0.24,22941
1,1360.57,-8,-14.73,-282,1276,1,1.02,-0.22,24666,1,1.14,-0.2,23822
1,1381.16,-7,-13.68,-280,1320,1,1.13,-0.24,24788,1,1.14,-0.24,21553
1,1228.51,8,-12.8,-274,1311,1,1.01,-0.2,24014,1,1.0,-0.21,20632
1,1188.97,7,-14.74,-325,1218,1,1.12,-0.23,21605,1,1.03,-0.23,21478
1,1308.32,-24,-13.83,-310,1313,1,1.09,-0.22,22375,1,1.11,-0.2,24210
1,1291.22,-26,-12.8,-304,1092,1,0.99,-0.24,24169,1,1.08,-0.21,21564
1,1356.12,-24,-13.77,-297,1285,1,1.06,-0.24,20607,1,1.0,-0.21,24147
1,1645.7,0,9.13,225,1551,1,1.57,-0.01,2794,1,1.73,-0.01,2739
1,1571.29,0,10.25,224,1365,1,1.55,-0.01,2961,1,1.69,-0.01,2619
1,1640.32,0,9.06,243,1494,1,1.58,-0.01,61535,1,1.63,-0.01,58876
1,1395.63,0,9.19,258,1341,1,1.66,-0.01,56029,1,1.67,-0.01,60993
1,1463.74,-40,8.95,239,1522,1,1.43,-0.06,1758,1,1.55,-0.06,1889
1,1518.65,-38,8.65,224,1615,1,1.66,-0.06,1870,1,1.66,-0.06,1996
1,1631.24,-62,9.74,233,1491,1,1.36,-0.15,30896,1,1.43,-0.15,32549
1,1529.15,-69,9.04,262,1546,1,1.38,-0.13,27725,1,1.46,-0.15,30143
1,1603.06,-76,10.75,270,1548,1,1.35,-0.13,31286,1,1.5,-0.14,28707
1,1554.48,-83,10.65,257,1526,1,1.55,-0.15,29636,1,1.39,-0.14,31557
1,1591.66,-62,8.85,243,1464,1,1.57,-0.21,50090,1,1.52,-0.21,43681
1,1468.72,-24,9.81,268,1566,1,1.57,-0.21,47928,1,1.33,-0.18,42760
1,1610.29,-26,10.68,281,1315,1,1.37,-0.19,47104,1,1.41,-0.2,50154
1,1360.75,-57,9.37,283,1528,1,1.4,-0.2,49673,1,1.51,-0.19,44179
1,1561.52,-54,10.63,237,1467,1,1.31,-0.19,42474,1,1.44,-0.19,45650
1,1384.88,0,10.3,269,1424,1,1.37,-0.2,45185,1,1.49,-0.22,50203
1,1497.05,0,9.64,282,1459,1,1.55,-0.22,41962,1,1.52,-0.2,47828
1,1535.39,0,10.6,239,1483,1,1.51,-0.22,49234,1,1.44,-0.21,45557
1,1513.49,0,10.0,278,1573,1,1.51,-0.21,43463,1,1.29,-0.2,44938
1,1430.11,-14,9.74,240,1489,1,1.54,-0.21,49714,1,1.52,-0.18,45392
1,1564.16,-23,10.63,262,1377,1,1.34,-0.26,23556,1,1.29,-0.26,22529
1,1342.79,-24,10.09,274,1495,1,1.22,-0.25,23311,1,1.19,-0.23,25574
1,1493.65,-16,10.76,249,1354,1,1.19,-0.25,23602,1,1.13,-0.23,25884
1,1360.08,-15,10.84,265,1308,1,1.18,-0.25,24903,1,1.16,-0.22,24480
1,1474.32,-24,10.38,276,1348,1,1.16,-0.23,36466,1,1.19,-0.23,40594
1,1332.98,-22,11.98,290,1374,1,1.16,-0.19,38754,1,1.31,-0.2,37776
1,1263.65,-7,10.57,266,1322,1,1.18,-0.14,4148,1,1.11,-0.12,4154
1,1468.43,-7,10.9,266,1375,1,1.24,-0.12,3744,1,1.12,-0.12,3855
1,1450.39,-7,13.4,308,1402,1,1.11,-0.09,59663,1,1.28,-0.09,63652
1,1247.39,-8,12.09,294,1416,1,1.28,-0.08,64789,1,1.27,-0.08,54810
1,1419.86,-8,12.48,290,1325,1,1.14,-0.08,64004,1,1.32,-0.07,57108
1,1271.9,0,14.29,306,1186,1,1.28,-0.07,66902,1,1.24,-0.08,67602
1,1335.94,0,14.77,345,1371,1,1.3,-0.05,62835,1,1.22,-0.05,62971
